tile_ID,geometry,position
11,"POLYGON ((-77.09284544147643 38.917550066233616, -77.09284544147643 38.92803331514352, -77.07937071221463 38.92803331514352, -77.07937071221463 38.917550066233616, -77.09284544147643 38.917550066233616))","[2, 11]"
12,"POLYGON ((-77.09284544147643 38.92803331514352, -77.09284544147643 38.938515015028074, -77.07937071221463 38.938515015028074, -77.07937071221463 38.92803331514352, -77.09284544147643 38.92803331514352))","[2, 12]"
13,"POLYGON ((-77.09284544147643 38.938515015028074, -77.09284544147643 38.94899516576541, -77.07937071221463 38.94899516576541, -77.07937071221463 38.938515015028074, -77.09284544147643 38.938515015028074))","[2, 13]"
14,"POLYGON ((-77.09284544147643 38.94899516576541, -77.09284544147643 38.959473767233916, -77.07937071221463 38.959473767233916, -77.07937071221463 38.94899516576541, -77.09284544147643 38.94899516576541))","[2, 14]"
15,"POLYGON ((-77.09284544147643 38.959473767233916, -77.09284544147643 38.96995081931218, -77.07937071221463 38.96995081931218, -77.07937071221463 38.959473767233916, -77.09284544147643 38.959473767233916))","[2, 15]"
16,"POLYGON ((-77.07937071221463 38.886091026573745, -77.07937071221463 38.89657892182632, -77.06589598295284 38.89657892182632, -77.06589598295284 38.886091026573745, -77.07937071221463 38.886091026573745))","[3, 8]"
17,"POLYGON ((-77.07937071221463 38.89657892182632, -77.07937071221463 38.90706526842046, -77.06589598295284 38.90706526842046, -77.06589598295284 38.89657892182632, -77.07937071221463 38.89657892182632))","[3, 9]"
18,"POLYGON ((-77.07937071221463 38.90706526842046, -77.07937071221463 38.917550066233616, -77.06589598295284 38.917550066233616, -77.06589598295284 38.90706526842046, -77.07937071221463 38.90706526842046))","[3, 10]"
19,"POLYGON ((-77.07937071221463 38.917550066233616, -77.07937071221463 38.92803331514352, -77.06589598295284 38.92803331514352, -77.06589598295284 38.917550066233616, -77.07937071221463 38.917550066233616))","[3, 11]"
20,"POLYGON ((-77.07937071221463 38.92803331514352, -77.07937071221463 38.938515015028074, -77.06589598295284 38.938515015028074, -77.06589598295284 38.92803331514352, -77.07937071221463 38.92803331514352))","[3, 12]"
21,"POLYGON ((-77.07937071221463 38.938515015028074, -77.07937071221463 38.94899516576541, -77.06589598295284 38.94899516576541, -77.06589598295284 38.938515015028074, -77.07937071221463 38.938515015028074))","[3, 13]"
22,"POLYGON ((-77.07937071221463 38.94899516576541, -77.07937071221463 38.959473767233916, -77.06589598295284 38.959473767233916, -77.06589598295284 38.94899516576541, -77.07937071221463 38.94899516576541))","[3, 14]"
23,"POLYGON ((-77.07937071221463 38.959473767233916, -77.07937071221463 38.96995081931218, -77.06589598295284 38.96995081931218, -77.06589598295284 38.959473767233916, -77.07937071221463 38.959473767233916))","[3, 15]"
24,"POLYGON ((-77.07937071221463 38.96995081931218, -77.07937071221463 38.980426321879044, -77.06589598295284 38.980426321879044, -77.06589598295284 38.96995081931218, -77.07937071221463 38.96995081931218))","[3, 16]"
25,"POLYGON ((-77.06589598295284 38.875601582785485, -77.06589598295284 38.886091026573745, -77.05242125369104 38.886091026573745, -77.05242125369104 38.875601582785485, -77.06589598295284 38.875601582785485))","[4, 7]"
26,"POLYGON ((-77.06589598295284 38.886091026573745, -77.06589598295284 38.89657892182632, -77.05242125369104 38.89657892182632, -77.05242125369104 38.886091026573745, -77.06589598295284 38.886091026573745))","[4, 8]"
27,"POLYGON ((-77.06589598295284 38.89657892182632, -77.06589598295284 38.90706526842046, -77.05242125369104 38.90706526842046, -77.05242125369104 38.89657892182632, -77.06589598295284 38.89657892182632))","[4, 9]"
28,"POLYGON ((-77.06589598295284 38.90706526842046, -77.06589598295284 38.917550066233616, -77.05242125369104 38.917550066233616, -77.05242125369104 38.90706526842046, -77.06589598295284 38.90706526842046))","[4, 10]"
29,"POLYGON ((-77.06589598295284 38.917550066233616, -77.06589598295284 38.92803331514352, -77.05242125369104 38.92803331514352, -77.05242125369104 38.917550066233616, -77.06589598295284 38.917550066233616))","[4, 11]"
30,"POLYGON ((-77.06589598295284 38.92803331514352, -77.06589598295284 38.938515015028074, -77.05242125369104 38.938515015028074, -77.05242125369104 38.92803331514352, -77.06589598295284 38.92803331514352))","[4, 12]"
31,"POLYGON ((-77.06589598295284 38.938515015028074, -77.06589598295284 38.94899516576541, -77.05242125369104 38.94899516576541, -77.05242125369104 38.938515015028074, -77.06589598295284 38.938515015028074))","[4, 13]"
32,"POLYGON ((-77.06589598295284 38.94899516576541, -77.06589598295284 38.959473767233916, -77.05242125369104 38.959473767233916, -77.05242125369104 38.94899516576541, -77.06589598295284 38.94899516576541))","[4, 14]"
33,"POLYGON ((-77.06589598295284 38.959473767233916, -77.06589598295284 38.96995081931218, -77.05242125369104 38.96995081931218, -77.05242125369104 38.959473767233916, -77.06589598295284 38.959473767233916))","[4, 15]"
34,"POLYGON ((-77.06589598295284 38.96995081931218, -77.06589598295284 38.980426321879044, -77.05242125369104 38.980426321879044, -77.05242125369104 38.96995081931218, -77.06589598295284 38.96995081931218))","[4, 16]"
35,"POLYGON ((-77.06589598295284 38.980426321879044, -77.06589598295284 38.99090027481354, -77.05242125369104 38.99090027481354, -77.05242125369104 38.980426321879044, -77.06589598295284 38.980426321879044))","[4, 17]"
36,"POLYGON ((-77.05242125369104 38.7916303, -77.05242125369104 38.802132127627424, -77.03894652442925 38.802132127627424, -77.03894652442925 38.7916303, -77.05242125369104 38.7916303))","[5, 0]"
37,"POLYGON ((-77.05242125369104 38.812632407709344, -77.05242125369104 38.82313114012119, -77.03894652442925 38.82313114012119, -77.03894652442925 38.812632407709344, -77.05242125369104 38.812632407709344))","[5, 1]"
38,"POLYGON ((-77.05242125369104 38.82313114012119, -77.05242125369104 38.833628324738626, -77.03894652442925 38.833628324738626, -77.03894652442925 38.82313114012119, -77.05242125369104 38.82313114012119))","[5, 2]"
39,"POLYGON ((-77.05242125369104 38.833628324738626, -77.05242125369104 38.84412396143755, -77.03894652442925 38.84412396143755, -77.03894652442925 38.833628324738626, -77.05242125369104 38.833628324738626))","[5, 3]"
40,"POLYGON ((-77.05242125369104 38.85461805009407, -77.05242125369104 38.86511059058452, -77.03894652442925 38.86511059058452, -77.03894652442925 38.85461805009407, -77.05242125369104 38.85461805009407))","[5, 5]"
41,"POLYGON ((-77.05242125369104 38.86511059058452, -77.05242125369104 38.875601582785485, -77.03894652442925 38.875601582785485, -77.03894652442925 38.86511059058452, -77.05242125369104 38.86511059058452))","[5, 6]"
42,"POLYGON ((-77.05242125369104 38.875601582785485, -77.05242125369104 38.886091026573745, -77.03894652442925 38.886091026573745, -77.03894652442925 38.875601582785485, -77.05242125369104 38.875601582785485))","[5, 7]"
43,"POLYGON ((-77.05242125369104 38.886091026573745, -77.05242125369104 38.89657892182632, -77.03894652442925 38.89657892182632, -77.03894652442925 38.886091026573745, -77.05242125369104 38.886091026573745))","[5, 8]"
44,"POLYGON ((-77.05242125369104 38.89657892182632, -77.05242125369104 38.90706526842046, -77.03894652442925 38.90706526842046, -77.03894652442925 38.89657892182632, -77.05242125369104 38.89657892182632))","[5, 9]"
45,"POLYGON ((-77.05242125369104 38.90706526842046, -77.05242125369104 38.917550066233616, -77.03894652442925 38.917550066233616, -77.03894652442925 38.90706526842046, -77.05242125369104 38.90706526842046))","[5, 10]"
46,"POLYGON ((-77.05242125369104 38.917550066233616, -77.05242125369104 38.92803331514352, -77.03894652442925 38.92803331514352, -77.03894652442925 38.917550066233616, -77.05242125369104 38.917550066233616))","[5, 11]"
47,"POLYGON ((-77.05242125369104 38.92803331514352, -77.05242125369104 38.938515015028074, -77.03894652442925 38.938515015028074, -77.03894652442925 38.92803331514352, -77.05242125369104 38.92803331514352))","[5, 12]"
48,"POLYGON ((-77.05242125369104 38.938515015028074, -77.05242125369104 38.94899516576541, -77.03894652442925 38.94899516576541, -77.03894652442925 38.938515015028074, -77.05242125369104 38.938515015028074))","[5, 13]"
49,"POLYGON ((-77.05242125369104 38.94899516576541, -77.05242125369104 38.959473767233916, -77.03894652442925 38.959473767233916, -77.03894652442925 38.94899516576541, -77.05242125369104 38.94899516576541))","[5, 14]"
50,"POLYGON ((-77.05242125369104 38.959473767233916, -77.05242125369104 38.96995081931218, -77.03894652442925 38.96995081931218, -77.03894652442925 38.959473767233916, -77.05242125369104 38.959473767233916))","[5, 15]"
51,"POLYGON ((-77.05242125369104 38.96995081931218, -77.05242125369104 38.980426321879044, -77.03894652442925 38.980426321879044, -77.03894652442925 38.96995081931218, -77.05242125369104 38.96995081931218))","[5, 16]"
52,"POLYGON ((-77.05242125369104 38.980426321879044, -77.05242125369104 38.99090027481354, -77.03894652442925 38.99090027481354, -77.03894652442925 38.980426321879044, -77.05242125369104 38.980426321879044))","[5, 17]"
53,"POLYGON ((-77.05242125369104 38.99090027481354, -77.05242125369104 39.001372677994944, -77.03894652442925 39.001372677994944, -77.03894652442925 38.99090027481354, -77.05242125369104 38.99090027481354))","[5, 18]"
54,"POLYGON ((-77.03894652442925 38.7916303, -77.03894652442925 38.802132127627424, -77.02547179516746 38.802132127627424, -77.02547179516746 38.7916303, -77.03894652442925 38.7916303))","[6, 0]"
55,"POLYGON ((-77.03894652442925 38.802132127627424, -77.03894652442925 38.812632407709344, -77.02547179516746 38.812632407709344, -77.02547179516746 38.802132127627424, -77.03894652442925 38.802132127627424))","[6, 1]"
56,"POLYGON ((-77.03894652442925 38.812632407709344, -77.03894652442925 38.82313114012119, -77.02547179516746 38.82313114012119, -77.02547179516746 38.812632407709344, -77.03894652442925 38.812632407709344))","[6, 1]"
57,"POLYGON ((-77.03894652442925 38.82313114012119, -77.03894652442925 38.833628324738626, -77.02547179516746 38.833628324738626, -77.02547179516746 38.82313114012119, -77.03894652442925 38.82313114012119))","[6, 2]"
58,"POLYGON ((-77.03894652442925 38.833628324738626, -77.03894652442925 38.84412396143755, -77.02547179516746 38.84412396143755, -77.02547179516746 38.833628324738626, -77.03894652442925 38.833628324738626))","[6, 3]"
59,"POLYGON ((-77.03894652442925 38.84412396143755, -77.03894652442925 38.85461805009407, -77.02547179516746 38.85461805009407, -77.02547179516746 38.84412396143755, -77.03894652442925 38.84412396143755))","[6, 4]"
60,"POLYGON ((-77.03894652442925 38.85461805009407, -77.03894652442925 38.86511059058452, -77.02547179516746 38.86511059058452, -77.02547179516746 38.85461805009407, -77.03894652442925 38.85461805009407))","[6, 5]"
61,"POLYGON ((-77.03894652442925 38.86511059058452, -77.03894652442925 38.875601582785485, -77.02547179516746 38.875601582785485, -77.02547179516746 38.86511059058452, -77.03894652442925 38.86511059058452))","[6, 6]"
62,"POLYGON ((-77.03894652442925 38.875601582785485, -77.03894652442925 38.886091026573745, -77.02547179516746 38.886091026573745, -77.02547179516746 38.875601582785485, -77.03894652442925 38.875601582785485))","[6, 7]"
63,"POLYGON ((-77.03894652442925 38.886091026573745, -77.03894652442925 38.89657892182632, -77.02547179516746 38.89657892182632, -77.02547179516746 38.886091026573745, -77.03894652442925 38.886091026573745))","[6, 8]"
64,"POLYGON ((-77.03894652442925 38.89657892182632, -77.03894652442925 38.90706526842046, -77.02547179516746 38.90706526842046, -77.02547179516746 38.89657892182632, -77.03894652442925 38.89657892182632))","[6, 9]"
65,"POLYGON ((-77.03894652442925 38.90706526842046, -77.03894652442925 38.917550066233616, -77.02547179516746 38.917550066233616, -77.02547179516746 38.90706526842046, -77.03894652442925 38.90706526842046))","[6, 10]"
66,"POLYGON ((-77.03894652442925 38.917550066233616, -77.03894652442925 38.92803331514352, -77.02547179516746 38.92803331514352, -77.02547179516746 38.917550066233616, -77.03894652442925 38.917550066233616))","[6, 11]"
67,"POLYGON ((-77.03894652442925 38.92803331514352, -77.03894652442925 38.938515015028074, -77.02547179516746 38.938515015028074, -77.02547179516746 38.92803331514352, -77.03894652442925 38.92803331514352))","[6, 12]"
68,"POLYGON ((-77.03894652442925 38.938515015028074, -77.03894652442925 38.94899516576541, -77.02547179516746 38.94899516576541, -77.02547179516746 38.938515015028074, -77.03894652442925 38.938515015028074))","[6, 13]"
69,"POLYGON ((-77.03894652442925 38.94899516576541, -77.03894652442925 38.959473767233916, -77.02547179516746 38.959473767233916, -77.02547179516746 38.94899516576541, -77.03894652442925 38.94899516576541))","[6, 14]"
70,"POLYGON ((-77.03894652442925 38.959473767233916, -77.03894652442925 38.96995081931218, -77.02547179516746 38.96995081931218, -77.02547179516746 38.959473767233916, -77.03894652442925 38.959473767233916))","[6, 15]"
71,"POLYGON ((-77.03894652442925 38.96995081931218, -77.03894652442925 38.980426321879044, -77.02547179516746 38.980426321879044, -77.02547179516746 38.96995081931218, -77.03894652442925 38.96995081931218))","[6, 16]"
72,"POLYGON ((-77.03894652442925 38.980426321879044, -77.03894652442925 38.99090027481354, -77.02547179516746 38.99090027481354, -77.02547179516746 38.980426321879044, -77.03894652442925 38.980426321879044))","[6, 17]"
73,"POLYGON ((-77.03894652442925 38.99090027481354, -77.03894652442925 39.001372677994944, -77.02547179516746 39.001372677994944, -77.02547179516746 38.99090027481354, -77.03894652442925 38.99090027481354))","[6, 18]"
74,"POLYGON ((-77.02547179516746 38.802132127627424, -77.02547179516746 38.812632407709344, -77.01199706590566 38.812632407709344, -77.01199706590566 38.802132127627424, -77.02547179516746 38.802132127627424))","[7, 1]"
75,"POLYGON ((-77.02547179516746 38.812632407709344, -77.02547179516746 38.82313114012119, -77.01199706590566 38.82313114012119, -77.01199706590566 38.812632407709344, -77.02547179516746 38.812632407709344))","[7, 1]"
76,"POLYGON ((-77.02547179516746 38.82313114012119, -77.02547179516746 38.833628324738626, -77.01199706590566 38.833628324738626, -77.01199706590566 38.82313114012119, -77.02547179516746 38.82313114012119))","[7, 2]"
77,"POLYGON ((-77.02547179516746 38.833628324738626, -77.02547179516746 38.84412396143755, -77.01199706590566 38.84412396143755, -77.01199706590566 38.833628324738626, -77.02547179516746 38.833628324738626))","[7, 3]"
78,"POLYGON ((-77.02547179516746 38.84412396143755, -77.02547179516746 38.85461805009407, -77.01199706590566 38.85461805009407, -77.01199706590566 38.84412396143755, -77.02547179516746 38.84412396143755))","[7, 4]"
79,"POLYGON ((-77.02547179516746 38.85461805009407, -77.02547179516746 38.86511059058452, -77.01199706590566 38.86511059058452, -77.01199706590566 38.85461805009407, -77.02547179516746 38.85461805009407))","[7, 5]"
80,"POLYGON ((-77.02547179516746 38.86511059058452, -77.02547179516746 38.875601582785485, -77.01199706590566 38.875601582785485, -77.01199706590566 38.86511059058452, -77.02547179516746 38.86511059058452))","[7, 6]"
81,"POLYGON ((-77.02547179516746 38.875601582785485, -77.02547179516746 38.886091026573745, -77.01199706590566 38.886091026573745, -77.01199706590566 38.875601582785485, -77.02547179516746 38.875601582785485))","[7, 7]"
82,"POLYGON ((-77.02547179516746 38.886091026573745, -77.02547179516746 38.89657892182632, -77.01199706590566 38.89657892182632, -77.01199706590566 38.886091026573745, -77.02547179516746 38.886091026573745))","[7, 8]"
83,"POLYGON ((-77.02547179516746 38.89657892182632, -77.02547179516746 38.90706526842046, -77.01199706590566 38.90706526842046, -77.01199706590566 38.89657892182632, -77.02547179516746 38.89657892182632))","[7, 9]"
84,"POLYGON ((-77.02547179516746 38.90706526842046, -77.02547179516746 38.917550066233616, -77.01199706590566 38.917550066233616, -77.01199706590566 38.90706526842046, -77.02547179516746 38.90706526842046))","[7, 10]"
85,"POLYGON ((-77.02547179516746 38.917550066233616, -77.02547179516746 38.92803331514352, -77.01199706590566 38.92803331514352, -77.01199706590566 38.917550066233616, -77.02547179516746 38.917550066233616))","[7, 11]"
86,"POLYGON ((-77.02547179516746 38.92803331514352, -77.02547179516746 38.938515015028074, -77.01199706590566 38.938515015028074, -77.01199706590566 38.92803331514352, -77.02547179516746 38.92803331514352))","[7, 12]"
87,"POLYGON ((-77.02547179516746 38.938515015028074, -77.02547179516746 38.94899516576541, -77.01199706590566 38.94899516576541, -77.01199706590566 38.938515015028074, -77.02547179516746 38.938515015028074))","[7, 13]"
88,"POLYGON ((-77.02547179516746 38.94899516576541, -77.02547179516746 38.959473767233916, -77.01199706590566 38.959473767233916, -77.01199706590566 38.94899516576541, -77.02547179516746 38.94899516576541))","[7, 14]"
89,"POLYGON ((-77.02547179516746 38.959473767233916, -77.02547179516746 38.96995081931218, -77.01199706590566 38.96995081931218, -77.01199706590566 38.959473767233916, -77.02547179516746 38.959473767233916))","[7, 15]"
90,"POLYGON ((-77.02547179516746 38.96995081931218, -77.02547179516746 38.980426321879044, -77.01199706590566 38.980426321879044, -77.01199706590566 38.96995081931218, -77.02547179516746 38.96995081931218))","[7, 16]"
91,"POLYGON ((-77.02547179516746 38.980426321879044, -77.02547179516746 38.99090027481354, -77.01199706590566 38.99090027481354, -77.01199706590566 38.980426321879044, -77.02547179516746 38.980426321879044))","[7, 17]"
92,"POLYGON ((-77.01199706590566 38.812632407709344, -77.01199706590566 38.82313114012119, -76.99852233664386 38.82313114012119, -76.99852233664386 38.812632407709344, -77.01199706590566 38.812632407709344))","[8, 1]"
93,"POLYGON ((-77.01199706590566 38.82313114012119, -77.01199706590566 38.833628324738626, -76.99852233664386 38.833628324738626, -76.99852233664386 38.82313114012119, -77.01199706590566 38.82313114012119))","[8, 2]"
94,"POLYGON ((-77.01199706590566 38.833628324738626, -77.01199706590566 38.84412396143755, -76.99852233664386 38.84412396143755, -76.99852233664386 38.833628324738626, -77.01199706590566 38.833628324738626))","[8, 3]"
95,"POLYGON ((-77.01199706590566 38.84412396143755, -77.01199706590566 38.85461805009407, -76.99852233664386 38.85461805009407, -76.99852233664386 38.84412396143755, -77.01199706590566 38.84412396143755))","[8, 4]"
96,"POLYGON ((-77.01199706590566 38.85461805009407, -77.01199706590566 38.86511059058452, -76.99852233664386 38.86511059058452, -76.99852233664386 38.85461805009407, -77.01199706590566 38.85461805009407))","[8, 5]"
97,"POLYGON ((-77.01199706590566 38.86511059058452, -77.01199706590566 38.875601582785485, -76.99852233664386 38.875601582785485, -76.99852233664386 38.86511059058452, -77.01199706590566 38.86511059058452))","[8, 6]"
98,"POLYGON ((-77.01199706590566 38.875601582785485, -77.01199706590566 38.886091026573745, -76.99852233664386 38.886091026573745, -76.99852233664386 38.875601582785485, -77.01199706590566 38.875601582785485))","[8, 7]"
99,"POLYGON ((-77.01199706590566 38.886091026573745, -77.01199706590566 38.89657892182632, -76.99852233664386 38.89657892182632, -76.99852233664386 38.886091026573745, -77.01199706590566 38.886091026573745))","[8, 8]"
100,"POLYGON ((-77.01199706590566 38.89657892182632, -77.01199706590566 38.90706526842046, -76.99852233664386 38.90706526842046, -76.99852233664386 38.89657892182632, -77.01199706590566 38.89657892182632))","[8, 9]"
101,"POLYGON ((-77.01199706590566 38.90706526842046, -77.01199706590566 38.917550066233616, -76.99852233664386 38.917550066233616, -76.99852233664386 38.90706526842046, -77.01199706590566 38.90706526842046))","[8, 10]"
102,"POLYGON ((-77.01199706590566 38.917550066233616, -77.01199706590566 38.92803331514352, -76.99852233664386 38.92803331514352, -76.99852233664386 38.917550066233616, -77.01199706590566 38.917550066233616))","[8, 11]"
103,"POLYGON ((-77.01199706590566 38.92803331514352, -77.01199706590566 38.938515015028074, -76.99852233664386 38.938515015028074, -76.99852233664386 38.92803331514352, -77.01199706590566 38.92803331514352))","[8, 12]"
104,"POLYGON ((-77.01199706590566 38.938515015028074, -77.01199706590566 38.94899516576541, -76.99852233664386 38.94899516576541, -76.99852233664386 38.938515015028074, -77.01199706590566 38.938515015028074))","[8, 13]"
105,"POLYGON ((-77.01199706590566 38.94899516576541, -77.01199706590566 38.959473767233916, -76.99852233664386 38.959473767233916, -76.99852233664386 38.94899516576541, -77.01199706590566 38.94899516576541))","[8, 14]"
106,"POLYGON ((-77.01199706590566 38.959473767233916, -77.01199706590566 38.96995081931218, -76.99852233664386 38.96995081931218, -76.99852233664386 38.959473767233916, -77.01199706590566 38.959473767233916))","[8, 15]"
107,"POLYGON ((-77.01199706590566 38.96995081931218, -77.01199706590566 38.980426321879044, -76.99852233664386 38.980426321879044, -76.99852233664386 38.96995081931218, -77.01199706590566 38.96995081931218))","[8, 16]"
108,"POLYGON ((-76.99852233664386 38.82313114012119, -76.99852233664386 38.833628324738626, -76.98504760738209 38.833628324738626, -76.98504760738209 38.82313114012119, -76.99852233664386 38.82313114012119))","[9, 2]"
109,"POLYGON ((-76.99852233664386 38.833628324738626, -76.99852233664386 38.84412396143755, -76.98504760738209 38.84412396143755, -76.98504760738209 38.833628324738626, -76.99852233664386 38.833628324738626))","[9, 3]"
110,"POLYGON ((-76.99852233664386 38.84412396143755, -76.99852233664386 38.85461805009407, -76.98504760738209 38.85461805009407, -76.98504760738209 38.84412396143755, -76.99852233664386 38.84412396143755))","[9, 4]"
111,"POLYGON ((-76.99852233664386 38.85461805009407, -76.99852233664386 38.86511059058452, -76.98504760738209 38.86511059058452, -76.98504760738209 38.85461805009407, -76.99852233664386 38.85461805009407))","[9, 5]"
112,"POLYGON ((-76.99852233664386 38.86511059058452, -76.99852233664386 38.875601582785485, -76.98504760738209 38.875601582785485, -76.98504760738209 38.86511059058452, -76.99852233664386 38.86511059058452))","[9, 6]"
113,"POLYGON ((-76.99852233664386 38.875601582785485, -76.99852233664386 38.886091026573745, -76.98504760738209 38.886091026573745, -76.98504760738209 38.875601582785485, -76.99852233664386 38.875601582785485))","[9, 7]"
114,"POLYGON ((-76.99852233664386 38.886091026573745, -76.99852233664386 38.89657892182632, -76.98504760738209 38.89657892182632, -76.98504760738209 38.886091026573745, -76.99852233664386 38.886091026573745))","[9, 8]"
115,"POLYGON ((-76.99852233664386 38.89657892182632, -76.99852233664386 38.90706526842046, -76.98504760738209 38.90706526842046, -76.98504760738209 38.89657892182632, -76.99852233664386 38.89657892182632))","[9, 9]"
116,"POLYGON ((-76.99852233664386 38.90706526842046, -76.99852233664386 38.917550066233616, -76.98504760738209 38.917550066233616, -76.98504760738209 38.90706526842046, -76.99852233664386 38.90706526842046))","[9, 10]"
117,"POLYGON ((-76.99852233664386 38.917550066233616, -76.99852233664386 38.92803331514352, -76.98504760738209 38.92803331514352, -76.98504760738209 38.917550066233616, -76.99852233664386 38.917550066233616))","[9, 11]"
118,"POLYGON ((-76.99852233664386 38.92803331514352, -76.99852233664386 38.938515015028074, -76.98504760738209 38.938515015028074, -76.98504760738209 38.92803331514352, -76.99852233664386 38.92803331514352))","[9, 12]"
119,"POLYGON ((-76.99852233664386 38.938515015028074, -76.99852233664386 38.94899516576541, -76.98504760738209 38.94899516576541, -76.98504760738209 38.938515015028074, -76.99852233664386 38.938515015028074))","[9, 13]"
120,"POLYGON ((-76.99852233664386 38.94899516576541, -76.99852233664386 38.959473767233916, -76.98504760738209 38.959473767233916, -76.98504760738209 38.94899516576541, -76.99852233664386 38.94899516576541))","[9, 14]"
121,"POLYGON ((-76.99852233664386 38.959473767233916, -76.99852233664386 38.96995081931218, -76.98504760738209 38.96995081931218, -76.98504760738209 38.959473767233916, -76.99852233664386 38.959473767233916))","[9, 15]"
122,"POLYGON ((-76.98504760738209 38.833628324738626, -76.98504760738209 38.84412396143755, -76.97157287812028 38.84412396143755, -76.97157287812028 38.833628324738626, -76.98504760738209 38.833628324738626))","[10, 3]"
123,"POLYGON ((-76.98504760738209 38.84412396143755, -76.98504760738209 38.85461805009407, -76.97157287812028 38.85461805009407, -76.97157287812028 38.84412396143755, -76.98504760738209 38.84412396143755))","[10, 4]"
124,"POLYGON ((-76.98504760738209 38.85461805009407, -76.98504760738209 38.86511059058452, -76.97157287812028 38.86511059058452, -76.97157287812028 38.85461805009407, -76.98504760738209 38.85461805009407))","[10, 5]"
125,"POLYGON ((-76.98504760738209 38.86511059058452, -76.98504760738209 38.875601582785485, -76.97157287812028 38.875601582785485, -76.97157287812028 38.86511059058452, -76.98504760738209 38.86511059058452))","[10, 6]"
126,"POLYGON ((-76.98504760738209 38.875601582785485, -76.98504760738209 38.886091026573745, -76.97157287812028 38.886091026573745, -76.97157287812028 38.875601582785485, -76.98504760738209 38.875601582785485))","[10, 7]"
127,"POLYGON ((-76.98504760738209 38.886091026573745, -76.98504760738209 38.89657892182632, -76.97157287812028 38.89657892182632, -76.97157287812028 38.886091026573745, -76.98504760738209 38.886091026573745))","[10, 8]"
128,"POLYGON ((-76.98504760738209 38.89657892182632, -76.98504760738209 38.90706526842046, -76.97157287812028 38.90706526842046, -76.97157287812028 38.89657892182632, -76.98504760738209 38.89657892182632))","[10, 9]"
129,"POLYGON ((-76.98504760738209 38.90706526842046, -76.98504760738209 38.917550066233616, -76.97157287812028 38.917550066233616, -76.97157287812028 38.90706526842046, -76.98504760738209 38.90706526842046))","[10, 10]"
130,"POLYGON ((-76.98504760738209 38.917550066233616, -76.98504760738209 38.92803331514352, -76.97157287812028 38.92803331514352, -76.97157287812028 38.917550066233616, -76.98504760738209 38.917550066233616))","[10, 11]"
131,"POLYGON ((-76.98504760738209 38.92803331514352, -76.98504760738209 38.938515015028074, -76.97157287812028 38.938515015028074, -76.97157287812028 38.92803331514352, -76.98504760738209 38.92803331514352))","[10, 12]"
132,"POLYGON ((-76.98504760738209 38.938515015028074, -76.98504760738209 38.94899516576541, -76.97157287812028 38.94899516576541, -76.97157287812028 38.938515015028074, -76.98504760738209 38.938515015028074))","[10, 13]"
133,"POLYGON ((-76.98504760738209 38.94899516576541, -76.98504760738209 38.959473767233916, -76.97157287812028 38.959473767233916, -76.97157287812028 38.94899516576541, -76.98504760738209 38.94899516576541))","[10, 14]"
