tile_ID,geometry,position
20,"POLYGON ((-77.09284544147643 38.91056037311766, -77.09284544147643 38.917550066233616, -77.08386228863523 38.917550066233616, -77.08386228863523 38.91056037311766, -77.09284544147643 38.91056037311766))","[3, 17]"
21,"POLYGON ((-77.09284544147643 38.917550066233616, -77.09284544147643 38.92453907094813, -77.08386228863523 38.92453907094813, -77.08386228863523 38.917550066233616, -77.09284544147643 38.917550066233616))","[3, 18]"
22,"POLYGON ((-77.09284544147643 38.92453907094813, -77.09284544147643 38.93152738722498, -77.08386228863523 38.93152738722498, -77.08386228863523 38.92453907094813, -77.09284544147643 38.92453907094813))","[3, 19]"
23,"POLYGON ((-77.09284544147643 38.93152738722498, -77.09284544147643 38.938515015028074, -77.08386228863523 38.938515015028074, -77.08386228863523 38.93152738722498, -77.09284544147643 38.93152738722498))","[3, 20]"
24,"POLYGON ((-77.09284544147643 38.938515015028074, -77.09284544147643 38.94550195432127, -77.08386228863523 38.94550195432127, -77.08386228863523 38.938515015028074, -77.09284544147643 38.938515015028074))","[3, 21]"
25,"POLYGON ((-77.09284544147643 38.94550195432127, -77.09284544147643 38.95248820506855, -77.08386228863523 38.95248820506855, -77.08386228863523 38.94550195432127, -77.09284544147643 38.94550195432127))","[3, 22]"
26,"POLYGON ((-77.09284544147643 38.95248820506855, -77.09284544147643 38.959473767233916, -77.08386228863523 38.959473767233916, -77.08386228863523 38.95248820506855, -77.09284544147643 38.95248820506855))","[3, 23]"
27,"POLYGON ((-77.09284544147643 38.959473767233916, -77.09284544147643 38.96645864078138, -77.08386228863523 38.96645864078138, -77.08386228863523 38.959473767233916, -77.09284544147643 38.959473767233916))","[3, 24]"
28,"POLYGON ((-77.08386228863523 38.89657892182632, -77.08386228863523 38.90356999163647, -77.07487913579403 38.90356999163647, -77.07487913579403 38.89657892182632, -77.08386228863523 38.89657892182632))","[4, 15]"
29,"POLYGON ((-77.08386228863523 38.90356999163647, -77.08386228863523 38.91056037311766, -77.07487913579403 38.91056037311766, -77.07487913579403 38.90356999163647, -77.08386228863523 38.90356999163647))","[4, 16]"
30,"POLYGON ((-77.08386228863523 38.91056037311766, -77.08386228863523 38.917550066233616, -77.07487913579403 38.917550066233616, -77.07487913579403 38.91056037311766, -77.08386228863523 38.91056037311766))","[4, 17]"
31,"POLYGON ((-77.08386228863523 38.917550066233616, -77.08386228863523 38.92453907094813, -77.07487913579403 38.92453907094813, -77.07487913579403 38.917550066233616, -77.08386228863523 38.917550066233616))","[4, 18]"
32,"POLYGON ((-77.08386228863523 38.92453907094813, -77.08386228863523 38.93152738722498, -77.07487913579403 38.93152738722498, -77.07487913579403 38.92453907094813, -77.08386228863523 38.92453907094813))","[4, 19]"
33,"POLYGON ((-77.08386228863523 38.93152738722498, -77.08386228863523 38.938515015028074, -77.07487913579403 38.938515015028074, -77.07487913579403 38.93152738722498, -77.08386228863523 38.93152738722498))","[4, 20]"
34,"POLYGON ((-77.08386228863523 38.938515015028074, -77.08386228863523 38.94550195432127, -77.07487913579403 38.94550195432127, -77.07487913579403 38.938515015028074, -77.08386228863523 38.938515015028074))","[4, 21]"
35,"POLYGON ((-77.08386228863523 38.94550195432127, -77.08386228863523 38.95248820506855, -77.07487913579403 38.95248820506855, -77.07487913579403 38.94550195432127, -77.08386228863523 38.94550195432127))","[4, 22]"
36,"POLYGON ((-77.08386228863523 38.95248820506855, -77.08386228863523 38.959473767233916, -77.07487913579403 38.959473767233916, -77.07487913579403 38.95248820506855, -77.08386228863523 38.95248820506855))","[4, 23]"
37,"POLYGON ((-77.08386228863523 38.959473767233916, -77.08386228863523 38.96645864078138, -77.07487913579403 38.96645864078138, -77.07487913579403 38.959473767233916, -77.08386228863523 38.959473767233916))","[4, 24]"
38,"POLYGON ((-77.08386228863523 38.96645864078138, -77.08386228863523 38.97344282567505, -77.07487913579403 38.97344282567505, -77.07487913579403 38.96645864078138, -77.08386228863523 38.96645864078138))","[4, 25]"
39,"POLYGON ((-77.07487913579403 38.88958716372352, -77.07487913579403 38.89657892182632, -77.06589598295284 38.89657892182632, -77.06589598295284 38.88958716372352, -77.07487913579403 38.88958716372352))","[5, 14]"
40,"POLYGON ((-77.07487913579403 38.89657892182632, -77.07487913579403 38.90356999163647, -77.06589598295284 38.90356999163647, -77.06589598295284 38.89657892182632, -77.07487913579403 38.89657892182632))","[5, 15]"
41,"POLYGON ((-77.07487913579403 38.90356999163647, -77.07487913579403 38.91056037311766, -77.06589598295284 38.91056037311766, -77.06589598295284 38.90356999163647, -77.07487913579403 38.90356999163647))","[5, 16]"
42,"POLYGON ((-77.07487913579403 38.91056037311766, -77.07487913579403 38.917550066233616, -77.06589598295284 38.917550066233616, -77.06589598295284 38.91056037311766, -77.07487913579403 38.91056037311766))","[5, 17]"
43,"POLYGON ((-77.07487913579403 38.917550066233616, -77.07487913579403 38.92453907094813, -77.06589598295284 38.92453907094813, -77.06589598295284 38.917550066233616, -77.07487913579403 38.917550066233616))","[5, 18]"
44,"POLYGON ((-77.07487913579403 38.92453907094813, -77.07487913579403 38.93152738722498, -77.06589598295284 38.93152738722498, -77.06589598295284 38.92453907094813, -77.07487913579403 38.92453907094813))","[5, 19]"
45,"POLYGON ((-77.07487913579403 38.93152738722498, -77.07487913579403 38.938515015028074, -77.06589598295284 38.938515015028074, -77.06589598295284 38.93152738722498, -77.07487913579403 38.93152738722498))","[5, 20]"
46,"POLYGON ((-77.07487913579403 38.938515015028074, -77.07487913579403 38.94550195432127, -77.06589598295284 38.94550195432127, -77.06589598295284 38.938515015028074, -77.07487913579403 38.938515015028074))","[5, 21]"
47,"POLYGON ((-77.07487913579403 38.94550195432127, -77.07487913579403 38.95248820506855, -77.06589598295284 38.95248820506855, -77.06589598295284 38.94550195432127, -77.07487913579403 38.94550195432127))","[5, 22]"
48,"POLYGON ((-77.07487913579403 38.95248820506855, -77.07487913579403 38.959473767233916, -77.06589598295284 38.959473767233916, -77.06589598295284 38.95248820506855, -77.07487913579403 38.95248820506855))","[5, 23]"
49,"POLYGON ((-77.07487913579403 38.959473767233916, -77.07487913579403 38.96645864078138, -77.06589598295284 38.96645864078138, -77.06589598295284 38.959473767233916, -77.07487913579403 38.959473767233916))","[5, 24]"
50,"POLYGON ((-77.07487913579403 38.96645864078138, -77.07487913579403 38.97344282567505, -77.06589598295284 38.97344282567505, -77.06589598295284 38.96645864078138, -77.07487913579403 38.96645864078138))","[5, 25]"
51,"POLYGON ((-77.07487913579403 38.97344282567505, -77.07487913579403 38.980426321879044, -77.06589598295284 38.980426321879044, -77.06589598295284 38.97344282567505, -77.07487913579403 38.97344282567505))","[5, 26]"
52,"POLYGON ((-77.06589598295284 38.875601582785485, -77.06589598295284 38.88259471736445, -77.05691283011164 38.88259471736445, -77.05691283011164 38.875601582785485, -77.06589598295284 38.875601582785485))","[6, 12]"
53,"POLYGON ((-77.06589598295284 38.88259471736445, -77.06589598295284 38.88958716372352, -77.05691283011164 38.88958716372352, -77.05691283011164 38.88259471736445, -77.06589598295284 38.88259471736445))","[6, 13]"
54,"POLYGON ((-77.06589598295284 38.88958716372352, -77.06589598295284 38.89657892182632, -77.05691283011164 38.89657892182632, -77.05691283011164 38.88958716372352, -77.06589598295284 38.88958716372352))","[6, 14]"
55,"POLYGON ((-77.06589598295284 38.89657892182632, -77.06589598295284 38.90356999163647, -77.05691283011164 38.90356999163647, -77.05691283011164 38.89657892182632, -77.06589598295284 38.89657892182632))","[6, 15]"
56,"POLYGON ((-77.06589598295284 38.90356999163647, -77.06589598295284 38.91056037311766, -77.05691283011164 38.91056037311766, -77.05691283011164 38.90356999163647, -77.06589598295284 38.90356999163647))","[6, 16]"
57,"POLYGON ((-77.06589598295284 38.91056037311766, -77.06589598295284 38.917550066233616, -77.05691283011164 38.917550066233616, -77.05691283011164 38.91056037311766, -77.06589598295284 38.91056037311766))","[6, 17]"
58,"POLYGON ((-77.06589598295284 38.917550066233616, -77.06589598295284 38.92453907094813, -77.05691283011164 38.92453907094813, -77.05691283011164 38.917550066233616, -77.06589598295284 38.917550066233616))","[6, 18]"
59,"POLYGON ((-77.06589598295284 38.92453907094813, -77.06589598295284 38.93152738722498, -77.05691283011164 38.93152738722498, -77.05691283011164 38.92453907094813, -77.06589598295284 38.92453907094813))","[6, 19]"
60,"POLYGON ((-77.06589598295284 38.93152738722498, -77.06589598295284 38.938515015028074, -77.05691283011164 38.938515015028074, -77.05691283011164 38.93152738722498, -77.06589598295284 38.93152738722498))","[6, 20]"
61,"POLYGON ((-77.06589598295284 38.938515015028074, -77.06589598295284 38.94550195432127, -77.05691283011164 38.94550195432127, -77.05691283011164 38.938515015028074, -77.06589598295284 38.938515015028074))","[6, 21]"
62,"POLYGON ((-77.06589598295284 38.94550195432127, -77.06589598295284 38.95248820506855, -77.05691283011164 38.95248820506855, -77.05691283011164 38.94550195432127, -77.06589598295284 38.94550195432127))","[6, 22]"
63,"POLYGON ((-77.06589598295284 38.95248820506855, -77.06589598295284 38.959473767233916, -77.05691283011164 38.959473767233916, -77.05691283011164 38.95248820506855, -77.06589598295284 38.95248820506855))","[6, 23]"
64,"POLYGON ((-77.06589598295284 38.959473767233916, -77.06589598295284 38.96645864078138, -77.05691283011164 38.96645864078138, -77.05691283011164 38.959473767233916, -77.06589598295284 38.959473767233916))","[6, 24]"
65,"POLYGON ((-77.06589598295284 38.96645864078138, -77.06589598295284 38.97344282567505, -77.05691283011164 38.97344282567505, -77.05691283011164 38.96645864078138, -77.06589598295284 38.96645864078138))","[6, 25]"
66,"POLYGON ((-77.06589598295284 38.97344282567505, -77.06589598295284 38.980426321879044, -77.05691283011164 38.980426321879044, -77.05691283011164 38.97344282567505, -77.06589598295284 38.97344282567505))","[6, 26]"
67,"POLYGON ((-77.06589598295284 38.980426321879044, -77.06589598295284 38.987409129357545, -77.05691283011164 38.987409129357545, -77.05691283011164 38.980426321879044, -77.06589598295284 38.980426321879044))","[6, 27]"
68,"POLYGON ((-77.05691283011164 38.868607760023096, -77.05691283011164 38.875601582785485, -77.04792967727045 38.875601582785485, -77.04792967727045 38.868607760023096, -77.05691283011164 38.868607760023096))","[7, 11]"
69,"POLYGON ((-77.05691283011164 38.875601582785485, -77.05691283011164 38.88259471736445, -77.04792967727045 38.88259471736445, -77.04792967727045 38.875601582785485, -77.05691283011164 38.875601582785485))","[7, 12]"
70,"POLYGON ((-77.05691283011164 38.88259471736445, -77.05691283011164 38.88958716372352, -77.04792967727045 38.88958716372352, -77.04792967727045 38.88259471736445, -77.05691283011164 38.88259471736445))","[7, 13]"
71,"POLYGON ((-77.05691283011164 38.88958716372352, -77.05691283011164 38.89657892182632, -77.04792967727045 38.89657892182632, -77.04792967727045 38.88958716372352, -77.05691283011164 38.88958716372352))","[7, 14]"
72,"POLYGON ((-77.05691283011164 38.89657892182632, -77.05691283011164 38.90356999163647, -77.04792967727045 38.90356999163647, -77.04792967727045 38.89657892182632, -77.05691283011164 38.89657892182632))","[7, 15]"
73,"POLYGON ((-77.05691283011164 38.90356999163647, -77.05691283011164 38.91056037311766, -77.04792967727045 38.91056037311766, -77.04792967727045 38.90356999163647, -77.05691283011164 38.90356999163647))","[7, 16]"
74,"POLYGON ((-77.05691283011164 38.91056037311766, -77.05691283011164 38.917550066233616, -77.04792967727045 38.917550066233616, -77.04792967727045 38.91056037311766, -77.05691283011164 38.91056037311766))","[7, 17]"
75,"POLYGON ((-77.05691283011164 38.917550066233616, -77.05691283011164 38.92453907094813, -77.04792967727045 38.92453907094813, -77.04792967727045 38.917550066233616, -77.05691283011164 38.917550066233616))","[7, 18]"
76,"POLYGON ((-77.05691283011164 38.92453907094813, -77.05691283011164 38.93152738722498, -77.04792967727045 38.93152738722498, -77.04792967727045 38.92453907094813, -77.05691283011164 38.92453907094813))","[7, 19]"
77,"POLYGON ((-77.05691283011164 38.93152738722498, -77.05691283011164 38.938515015028074, -77.04792967727045 38.938515015028074, -77.04792967727045 38.93152738722498, -77.05691283011164 38.93152738722498))","[7, 20]"
78,"POLYGON ((-77.05691283011164 38.938515015028074, -77.05691283011164 38.94550195432127, -77.04792967727045 38.94550195432127, -77.04792967727045 38.938515015028074, -77.05691283011164 38.938515015028074))","[7, 21]"
79,"POLYGON ((-77.05691283011164 38.94550195432127, -77.05691283011164 38.95248820506855, -77.04792967727045 38.95248820506855, -77.04792967727045 38.94550195432127, -77.05691283011164 38.94550195432127))","[7, 22]"
80,"POLYGON ((-77.05691283011164 38.95248820506855, -77.05691283011164 38.959473767233916, -77.04792967727045 38.959473767233916, -77.04792967727045 38.95248820506855, -77.05691283011164 38.95248820506855))","[7, 23]"
81,"POLYGON ((-77.05691283011164 38.959473767233916, -77.05691283011164 38.96645864078138, -77.04792967727045 38.96645864078138, -77.04792967727045 38.959473767233916, -77.05691283011164 38.959473767233916))","[7, 24]"
82,"POLYGON ((-77.05691283011164 38.96645864078138, -77.05691283011164 38.97344282567505, -77.04792967727045 38.97344282567505, -77.04792967727045 38.96645864078138, -77.05691283011164 38.96645864078138))","[7, 25]"
83,"POLYGON ((-77.05691283011164 38.97344282567505, -77.05691283011164 38.980426321879044, -77.04792967727045 38.980426321879044, -77.04792967727045 38.97344282567505, -77.05691283011164 38.97344282567505))","[7, 26]"
84,"POLYGON ((-77.05691283011164 38.980426321879044, -77.05691283011164 38.987409129357545, -77.04792967727045 38.987409129357545, -77.04792967727045 38.980426321879044, -77.05691283011164 38.980426321879044))","[7, 27]"
85,"POLYGON ((-77.05691283011164 38.987409129357545, -77.05691283011164 38.99439124807475, -77.04792967727045 38.99439124807475, -77.04792967727045 38.987409129357545, -77.05691283011164 38.987409129357545))","[7, 28]"
86,"POLYGON ((-77.04792967727045 38.7916303, -77.04792967727045 38.798631690361624, -77.03894652442925 38.798631690361624, -77.03894652442925 38.7916303, -77.04792967727045 38.7916303))","[8, 0]"
87,"POLYGON ((-77.04792967727045 38.798631690361624, -77.04792967727045 38.805632392943714, -77.03894652442925 38.805632392943714, -77.03894652442925 38.798631690361624, -77.04792967727045 38.798631690361624))","[8, 1]"
88,"POLYGON ((-77.04792967727045 38.812632407709344, -77.04792967727045 38.819631734621595, -77.03894652442925 38.819631734621595, -77.03894652442925 38.812632407709344, -77.04792967727045 38.812632407709344))","[8, 3]"
89,"POLYGON ((-77.04792967727045 38.819631734621595, -77.04792967727045 38.826630373643624, -77.03894652442925 38.826630373643624, -77.03894652442925 38.819631734621595, -77.04792967727045 38.819631734621595))","[8, 4]"
90,"POLYGON ((-77.04792967727045 38.826630373643624, -77.04792967727045 38.833628324738626, -77.03894652442925 38.833628324738626, -77.03894652442925 38.826630373643624, -77.04792967727045 38.826630373643624))","[8, 5]"
91,"POLYGON ((-77.04792967727045 38.833628324738626, -77.04792967727045 38.84062558786984, -77.03894652442925 38.84062558786984, -77.03894652442925 38.833628324738626, -77.04792967727045 38.833628324738626))","[8, 6]"
92,"POLYGON ((-77.04792967727045 38.84062558786984, -77.04792967727045 38.847622163000544, -77.03894652442925 38.847622163000544, -77.03894652442925 38.84062558786984, -77.04792967727045 38.84062558786984))","[8, 7]"
93,"POLYGON ((-77.04792967727045 38.86161324911378, -77.04792967727045 38.868607760023096, -77.03894652442925 38.868607760023096, -77.03894652442925 38.86161324911378, -77.04792967727045 38.86161324911378))","[8, 10]"
94,"POLYGON ((-77.04792967727045 38.868607760023096, -77.04792967727045 38.875601582785485, -77.03894652442925 38.875601582785485, -77.03894652442925 38.868607760023096, -77.04792967727045 38.868607760023096))","[8, 11]"
95,"POLYGON ((-77.04792967727045 38.875601582785485, -77.04792967727045 38.88259471736445, -77.03894652442925 38.88259471736445, -77.03894652442925 38.875601582785485, -77.04792967727045 38.875601582785485))","[8, 12]"
96,"POLYGON ((-77.04792967727045 38.88259471736445, -77.04792967727045 38.88958716372352, -77.03894652442925 38.88958716372352, -77.03894652442925 38.88259471736445, -77.04792967727045 38.88259471736445))","[8, 13]"
97,"POLYGON ((-77.04792967727045 38.88958716372352, -77.04792967727045 38.89657892182632, -77.03894652442925 38.89657892182632, -77.03894652442925 38.88958716372352, -77.04792967727045 38.88958716372352))","[8, 14]"
98,"POLYGON ((-77.04792967727045 38.89657892182632, -77.04792967727045 38.90356999163647, -77.03894652442925 38.90356999163647, -77.03894652442925 38.89657892182632, -77.04792967727045 38.89657892182632))","[8, 15]"
99,"POLYGON ((-77.04792967727045 38.90356999163647, -77.04792967727045 38.91056037311766, -77.03894652442925 38.91056037311766, -77.03894652442925 38.90356999163647, -77.04792967727045 38.90356999163647))","[8, 16]"
100,"POLYGON ((-77.04792967727045 38.91056037311766, -77.04792967727045 38.917550066233616, -77.03894652442925 38.917550066233616, -77.03894652442925 38.91056037311766, -77.04792967727045 38.91056037311766))","[8, 17]"
101,"POLYGON ((-77.04792967727045 38.917550066233616, -77.04792967727045 38.92453907094813, -77.03894652442925 38.92453907094813, -77.03894652442925 38.917550066233616, -77.04792967727045 38.917550066233616))","[8, 18]"
102,"POLYGON ((-77.04792967727045 38.92453907094813, -77.04792967727045 38.93152738722498, -77.03894652442925 38.93152738722498, -77.03894652442925 38.92453907094813, -77.04792967727045 38.92453907094813))","[8, 19]"
103,"POLYGON ((-77.04792967727045 38.93152738722498, -77.04792967727045 38.938515015028074, -77.03894652442925 38.938515015028074, -77.03894652442925 38.93152738722498, -77.04792967727045 38.93152738722498))","[8, 20]"
104,"POLYGON ((-77.04792967727045 38.938515015028074, -77.04792967727045 38.94550195432127, -77.03894652442925 38.94550195432127, -77.03894652442925 38.938515015028074, -77.04792967727045 38.938515015028074))","[8, 21]"
105,"POLYGON ((-77.04792967727045 38.94550195432127, -77.04792967727045 38.95248820506855, -77.03894652442925 38.95248820506855, -77.03894652442925 38.94550195432127, -77.04792967727045 38.94550195432127))","[8, 22]"
106,"POLYGON ((-77.04792967727045 38.95248820506855, -77.04792967727045 38.959473767233916, -77.03894652442925 38.959473767233916, -77.03894652442925 38.95248820506855, -77.04792967727045 38.95248820506855))","[8, 23]"
107,"POLYGON ((-77.04792967727045 38.959473767233916, -77.04792967727045 38.96645864078138, -77.03894652442925 38.96645864078138, -77.03894652442925 38.959473767233916, -77.04792967727045 38.959473767233916))","[8, 24]"
108,"POLYGON ((-77.04792967727045 38.96645864078138, -77.04792967727045 38.97344282567505, -77.03894652442925 38.97344282567505, -77.03894652442925 38.96645864078138, -77.04792967727045 38.96645864078138))","[8, 25]"
109,"POLYGON ((-77.04792967727045 38.97344282567505, -77.04792967727045 38.980426321879044, -77.03894652442925 38.980426321879044, -77.03894652442925 38.97344282567505, -77.04792967727045 38.97344282567505))","[8, 26]"
110,"POLYGON ((-77.04792967727045 38.980426321879044, -77.04792967727045 38.987409129357545, -77.03894652442925 38.987409129357545, -77.03894652442925 38.980426321879044, -77.04792967727045 38.980426321879044))","[8, 27]"
111,"POLYGON ((-77.04792967727045 38.987409129357545, -77.04792967727045 38.99439124807475, -77.03894652442925 38.99439124807475, -77.03894652442925 38.987409129357545, -77.04792967727045 38.987409129357545))","[8, 28]"
112,"POLYGON ((-77.04792967727045 38.99439124807475, -77.04792967727045 39.001372677994944, -77.03894652442925 39.001372677994944, -77.03894652442925 38.99439124807475, -77.04792967727045 38.99439124807475))","[8, 29]"
113,"POLYGON ((-77.03894652442925 38.7916303, -77.03894652442925 38.798631690361624, -77.02996337158805 38.798631690361624, -77.02996337158805 38.7916303, -77.03894652442925 38.7916303))","[9, 0]"
114,"POLYGON ((-77.03894652442925 38.798631690361624, -77.03894652442925 38.805632392943714, -77.02996337158805 38.805632392943714, -77.02996337158805 38.798631690361624, -77.03894652442925 38.798631690361624))","[9, 1]"
115,"POLYGON ((-77.03894652442925 38.805632392943714, -77.03894652442925 38.812632407709344, -77.02996337158805 38.812632407709344, -77.02996337158805 38.805632392943714, -77.03894652442925 38.805632392943714))","[9, 2]"
116,"POLYGON ((-77.03894652442925 38.812632407709344, -77.03894652442925 38.819631734621595, -77.02996337158805 38.819631734621595, -77.02996337158805 38.812632407709344, -77.03894652442925 38.812632407709344))","[9, 3]"
117,"POLYGON ((-77.03894652442925 38.819631734621595, -77.03894652442925 38.826630373643624, -77.02996337158805 38.826630373643624, -77.02996337158805 38.819631734621595, -77.03894652442925 38.819631734621595))","[9, 4]"
118,"POLYGON ((-77.03894652442925 38.826630373643624, -77.03894652442925 38.833628324738626, -77.02996337158805 38.833628324738626, -77.02996337158805 38.826630373643624, -77.03894652442925 38.826630373643624))","[9, 5]"
119,"POLYGON ((-77.03894652442925 38.833628324738626, -77.03894652442925 38.84062558786984, -77.02996337158805 38.84062558786984, -77.02996337158805 38.833628324738626, -77.03894652442925 38.833628324738626))","[9, 6]"
120,"POLYGON ((-77.03894652442925 38.84062558786984, -77.03894652442925 38.847622163000544, -77.02996337158805 38.847622163000544, -77.02996337158805 38.84062558786984, -77.03894652442925 38.84062558786984))","[9, 7]"
121,"POLYGON ((-77.03894652442925 38.847622163000544, -77.03894652442925 38.85461805009407, -77.02996337158805 38.85461805009407, -77.02996337158805 38.847622163000544, -77.03894652442925 38.847622163000544))","[9, 8]"
122,"POLYGON ((-77.03894652442925 38.85461805009407, -77.03894652442925 38.86161324911378, -77.02996337158805 38.86161324911378, -77.02996337158805 38.85461805009407, -77.03894652442925 38.85461805009407))","[9, 9]"
123,"POLYGON ((-77.03894652442925 38.86161324911378, -77.03894652442925 38.868607760023096, -77.02996337158805 38.868607760023096, -77.02996337158805 38.86161324911378, -77.03894652442925 38.86161324911378))","[9, 10]"
124,"POLYGON ((-77.03894652442925 38.868607760023096, -77.03894652442925 38.875601582785485, -77.02996337158805 38.875601582785485, -77.02996337158805 38.868607760023096, -77.03894652442925 38.868607760023096))","[9, 11]"
125,"POLYGON ((-77.03894652442925 38.875601582785485, -77.03894652442925 38.88259471736445, -77.02996337158805 38.88259471736445, -77.02996337158805 38.875601582785485, -77.03894652442925 38.875601582785485))","[9, 12]"
126,"POLYGON ((-77.03894652442925 38.88259471736445, -77.03894652442925 38.88958716372352, -77.02996337158805 38.88958716372352, -77.02996337158805 38.88259471736445, -77.03894652442925 38.88259471736445))","[9, 13]"
127,"POLYGON ((-77.03894652442925 38.88958716372352, -77.03894652442925 38.89657892182632, -77.02996337158805 38.89657892182632, -77.02996337158805 38.88958716372352, -77.03894652442925 38.88958716372352))","[9, 14]"
128,"POLYGON ((-77.03894652442925 38.89657892182632, -77.03894652442925 38.90356999163647, -77.02996337158805 38.90356999163647, -77.02996337158805 38.89657892182632, -77.03894652442925 38.89657892182632))","[9, 15]"
129,"POLYGON ((-77.03894652442925 38.90356999163647, -77.03894652442925 38.91056037311766, -77.02996337158805 38.91056037311766, -77.02996337158805 38.90356999163647, -77.03894652442925 38.90356999163647))","[9, 16]"
130,"POLYGON ((-77.03894652442925 38.91056037311766, -77.03894652442925 38.917550066233616, -77.02996337158805 38.917550066233616, -77.02996337158805 38.91056037311766, -77.03894652442925 38.91056037311766))","[9, 17]"
131,"POLYGON ((-77.03894652442925 38.917550066233616, -77.03894652442925 38.92453907094813, -77.02996337158805 38.92453907094813, -77.02996337158805 38.917550066233616, -77.03894652442925 38.917550066233616))","[9, 18]"
132,"POLYGON ((-77.03894652442925 38.92453907094813, -77.03894652442925 38.93152738722498, -77.02996337158805 38.93152738722498, -77.02996337158805 38.92453907094813, -77.03894652442925 38.92453907094813))","[9, 19]"
133,"POLYGON ((-77.03894652442925 38.93152738722498, -77.03894652442925 38.938515015028074, -77.02996337158805 38.938515015028074, -77.02996337158805 38.93152738722498, -77.03894652442925 38.93152738722498))","[9, 20]"
