tile_ID,geometry,position
81,"POLYGON ((-73.8546011221462 40.74935045400535, -73.8546011221462 40.7833686901202, -73.80968535794024 40.7833686901202, -73.80968535794024 40.74935045400535, -73.8546011221462 40.74935045400535))","[9, 8]"
82,"POLYGON ((-73.8546011221462 40.7833686901202, -73.8546011221462 40.81736951123572, -73.80968535794024 40.81736951123572, -73.80968535794024 40.7833686901202, -73.8546011221462 40.7833686901202))","[9, 9]"
83,"POLYGON ((-73.8546011221462 40.81736951123572, -73.8546011221462 40.851352914299774, -73.80968535794024 40.851352914299774, -73.80968535794024 40.81736951123572, -73.8546011221462 40.81736951123572))","[9, 10]"
84,"POLYGON ((-73.8546011221462 40.851352914299774, -73.8546011221462 40.885318896286314, -73.80968535794024 40.885318896286314, -73.80968535794024 40.851352914299774, -73.8546011221462 40.851352914299774))","[9, 11]"
85,"POLYGON ((-73.8546011221462 40.885318896286314, -73.8546011221462 40.91926745419533, -73.80968535794024 40.91926745419533, -73.80968535794024 40.885318896286314, -73.8546011221462 40.885318896286314))","[9, 12]"
86,"POLYGON ((-73.80968535794024 40.51073544309199, -73.80968535794024 40.5448754965446, -73.76476959373426 40.5448754965446, -73.76476959373426 40.51073544309199, -73.80968535794024 40.51073544309199))","[10, 1]"
87,"POLYGON ((-73.80968535794024 40.5448754965446, -73.80968535794024 40.578998157095846, -73.76476959373426 40.578998157095846, -73.76476959373426 40.5448754965446, -73.80968535794024 40.5448754965446))","[10, 2]"
88,"POLYGON ((-73.80968535794024 40.578998157095846, -73.80968535794024 40.61310342151015, -73.76476959373426 40.61310342151015, -73.76476959373426 40.578998157095846, -73.80968535794024 40.578998157095846))","[10, 3]"
89,"POLYGON ((-73.80968535794024 40.61310342151015, -73.80968535794024 40.64719128657815, -73.76476959373426 40.64719128657815, -73.76476959373426 40.61310342151015, -73.80968535794024 40.61310342151015))","[10, 4]"
90,"POLYGON ((-73.80968535794024 40.64719128657815, -73.80968535794024 40.68126174911684, -73.76476959373426 40.68126174911684, -73.76476959373426 40.64719128657815, -73.80968535794024 40.64719128657815))","[10, 5]"
91,"POLYGON ((-73.80968535794024 40.68126174911684, -73.80968535794024 40.71531480596944, -73.76476959373426 40.71531480596944, -73.76476959373426 40.68126174911684, -73.80968535794024 40.68126174911684))","[10, 6]"
92,"POLYGON ((-73.80968535794024 40.71531480596944, -73.80968535794024 40.74935045400535, -73.76476959373426 40.74935045400535, -73.76476959373426 40.71531480596944, -73.80968535794024 40.71531480596944))","[10, 7]"
93,"POLYGON ((-73.80968535794024 40.74935045400535, -73.80968535794024 40.7833686901202, -73.76476959373426 40.7833686901202, -73.76476959373426 40.74935045400535, -73.80968535794024 40.74935045400535))","[10, 8]"
94,"POLYGON ((-73.80968535794024 40.7833686901202, -73.80968535794024 40.81736951123572, -73.76476959373426 40.81736951123572, -73.76476959373426 40.7833686901202, -73.80968535794024 40.7833686901202))","[10, 9]"
95,"POLYGON ((-73.80968535794024 40.81736951123572, -73.80968535794024 40.851352914299774, -73.76476959373426 40.851352914299774, -73.76476959373426 40.81736951123572, -73.80968535794024 40.81736951123572))","[10, 10]"
96,"POLYGON ((-73.80968535794024 40.851352914299774, -73.80968535794024 40.885318896286314, -73.76476959373426 40.885318896286314, -73.76476959373426 40.851352914299774, -73.80968535794024 40.851352914299774))","[10, 11]"
97,"POLYGON ((-73.80968535794024 40.885318896286314, -73.80968535794024 40.91926745419533, -73.76476959373426 40.91926745419533, -73.76476959373426 40.885318896286314, -73.80968535794024 40.885318896286314))","[10, 12]"
98,"POLYGON ((-73.76476959373426 40.51073544309199, -73.76476959373426 40.5448754965446, -73.71985382952829 40.5448754965446, -73.71985382952829 40.51073544309199, -73.76476959373426 40.51073544309199))","[11, 1]"
99,"POLYGON ((-73.76476959373426 40.5448754965446, -73.76476959373426 40.578998157095846, -73.71985382952829 40.578998157095846, -73.71985382952829 40.5448754965446, -73.76476959373426 40.5448754965446))","[11, 2]"
100,"POLYGON ((-73.76476959373426 40.578998157095846, -73.76476959373426 40.61310342151015, -73.71985382952829 40.61310342151015, -73.71985382952829 40.578998157095846, -73.76476959373426 40.578998157095846))","[11, 3]"
101,"POLYGON ((-73.76476959373426 40.61310342151015, -73.76476959373426 40.64719128657815, -73.71985382952829 40.64719128657815, -73.71985382952829 40.61310342151015, -73.76476959373426 40.61310342151015))","[11, 4]"
102,"POLYGON ((-73.76476959373426 40.64719128657815, -73.76476959373426 40.68126174911684, -73.71985382952829 40.68126174911684, -73.71985382952829 40.64719128657815, -73.76476959373426 40.64719128657815))","[11, 5]"
103,"POLYGON ((-73.76476959373426 40.68126174911684, -73.76476959373426 40.71531480596944, -73.71985382952829 40.71531480596944, -73.71985382952829 40.68126174911684, -73.76476959373426 40.68126174911684))","[11, 6]"
104,"POLYGON ((-73.76476959373426 40.71531480596944, -73.76476959373426 40.74935045400535, -73.71985382952829 40.74935045400535, -73.71985382952829 40.71531480596944, -73.76476959373426 40.71531480596944))","[11, 7]"
105,"POLYGON ((-73.76476959373426 40.74935045400535, -73.76476959373426 40.7833686901202, -73.71985382952829 40.7833686901202, -73.71985382952829 40.74935045400535, -73.76476959373426 40.74935045400535))","[11, 8]"
106,"POLYGON ((-73.76476959373426 40.7833686901202, -73.76476959373426 40.81736951123572, -73.71985382952829 40.81736951123572, -73.71985382952829 40.7833686901202, -73.76476959373426 40.7833686901202))","[11, 9]"
107,"POLYGON ((-73.76476959373426 40.81736951123572, -73.76476959373426 40.851352914299774, -73.71985382952829 40.851352914299774, -73.71985382952829 40.81736951123572, -73.76476959373426 40.81736951123572))","[11, 10]"
108,"POLYGON ((-73.76476959373426 40.851352914299774, -73.76476959373426 40.885318896286314, -73.71985382952829 40.885318896286314, -73.71985382952829 40.851352914299774, -73.76476959373426 40.851352914299774))","[11, 11]"
109,"POLYGON ((-73.71985382952829 40.71531480596944, -73.71985382952829 40.74935045400535, -73.67493806532231 40.74935045400535, -73.67493806532231 40.71531480596944, -73.71985382952829 40.71531480596944))","[12, 7]"
110,"POLYGON ((-73.71985382952829 40.74935045400535, -73.71985382952829 40.7833686901202, -73.67493806532231 40.7833686901202, -73.67493806532231 40.74935045400535, -73.71985382952829 40.74935045400535))","[12, 8]"
